LIMS Heartbeat,SYSTEM,3/17/15 5:20 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:18 PM
Receipt sent to MES System,BROOKS19,3/17/15 5:16 PM
Authorized result sent to ESB,SCALLEN,3/17/15 5:16 PM
Authorized result sent to ESB,SCALLEN,3/17/15 5:16 PM
Authorized result sent to ESB,SCALLEN,3/17/15 5:16 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:16 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:14 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:12 PM
Authorized result sent to ESB,SCALLEN,3/17/15 5:10 PM
Authorized result sent to ESB,SCALLEN,3/17/15 5:10 PM
Authorized result sent to ESB,SCALLEN,3/17/15 5:10 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:10 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:08 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:06 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:04 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:02 PM
LIMS Heartbeat,SYSTEM,3/17/15 5:00 PM
Authorized result sent to ESB,BGKILER,3/17/15 4:59 PM
Authorized result sent to ESB,BGKILER,3/17/15 4:59 PM
Authorized result sent to ESB,BGKILER,3/17/15 4:59 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:58 PM
Authorized result sent to ESB,STRAUSSE,3/17/15 4:57 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:56 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:54 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:52 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:50 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:48 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:46 PM
Lot Disposition sent to ESB,CSAMBOAN,3/17/15 4:45 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:44 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:42 PM
Authorized result sent to ESB,LEANAL,3/17/15 4:41 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:40 PM
Authorized result sent to ESB,LAURAF,3/17/15 4:39 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:38 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:36 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:34 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:32 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:30 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:28 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:26 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:24 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:22 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:20 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:18 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:16 PM
Authorized result sent to ESB,AACEVEDO,3/17/15 4:14 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:14 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:12 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:10 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:08 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:06 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:04 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:02 PM
LIMS Heartbeat,SYSTEM,3/17/15 4:00 PM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 3:59 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 3:59 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:58 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:56 PM
Authorized result sent to ESB,JEROMYP,3/17/15 3:54 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:54 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:52 PM
Lot Disposition sent to ESB,MICHELHE,3/17/15 3:51 PM
Receipt sent to MES System,CHAVEM10,3/17/15 3:50 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:50 PM
Authorized result sent to ESB,JEROMYP,3/17/15 3:49 PM
Authorized result sent to ESB,JEROMYP,3/17/15 3:48 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:48 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:46 PM
Receipt sent to MES System,SAELEEJ,3/17/15 3:45 PM
Receipt sent to MES System,SAELEEJ,3/17/15 3:45 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:44 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:42 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:40 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 3:38 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:38 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:36 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 3:34 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:34 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:32 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:30 PM
Authorized result sent to ESB,DARLUCIO,3/17/15 3:28 PM
Authorized result sent to ESB,DARLUCIO,3/17/15 3:28 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:28 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:26 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:24 PM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 3:22 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 3:22 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:22 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:20 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:18 PM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 3:16 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 3:16 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:16 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:14 PM
Receipt sent to MES System,NGW4,3/17/15 3:13 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:12 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:10 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:08 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:06 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:04 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:02 PM
LIMS Heartbeat,SYSTEM,3/17/15 3:00 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:58 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:56 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:54 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:52 PM
Authorized result sent to ESB,HSALLEH,3/17/15 2:51 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:50 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:48 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:46 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:44 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:42 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:40 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:38 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:36 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:34 PM
Receipt sent to MES System,TYHGFDOC,3/17/15 2:33 PM
Receipt sent to MES System,TYHGFDOC,3/17/15 2:33 PM
Lot Disposition sent to ESB,MICHELHE,3/17/15 2:32 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:32 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:30 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:28 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:26 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:24 PM
Receipt sent to MES System,HONGS7,3/17/15 2:23 PM
Receipt sent to MES System,HONGS7,3/17/15 2:23 PM
Receipt sent to MES System,HONGS7,3/17/15 2:23 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:22 PM
Authorized result sent to ESB,SUL8,3/17/15 2:20 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:20 PM
Receipt sent to MES System,BROOKS19,3/17/15 2:18 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:18 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:16 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:14 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:12 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:10 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:08 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:06 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:04 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:02 PM
LIMS Heartbeat,SYSTEM,3/17/15 2:00 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:58 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:56 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:54 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:52 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:50 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:48 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:46 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:44 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:42 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:40 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:38 PM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 1:36 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 1:36 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:36 PM
Receipt sent to MES System,SUL8,3/17/15 1:35 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:34 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:32 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:30 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:28 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:26 PM
Receipt sent to MES System,SEIHAB,3/17/15 1:24 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:24 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:22 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:20 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:18 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:16 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:14 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:12 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:10 PM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 1:08 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 1:08 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:08 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:06 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:04 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:02 PM
LIMS Heartbeat,SYSTEM,3/17/15 1:00 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:58 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:56 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 12:54 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:54 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 12:52 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:52 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:50 PM
Authorized result sent to ESB,YOUNGL7,3/17/15 12:49 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:48 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:46 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:44 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:42 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:40 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:38 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:36 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:34 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:32 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:30 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:28 PM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 12:26 PM
Lot Sample Updated or Logged,SYSTEM,3/17/15 12:26 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:26 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:24 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:22 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:20 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:18 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:16 PM
Authorized result sent to ESB,OLGAC,3/17/15 12:14 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:14 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:12 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:10 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:08 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:06 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:04 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:02 PM
LIMS Heartbeat,SYSTEM,3/17/15 12:00 PM
LIMS Heartbeat,SYSTEM,3/17/15 11:58 AM
Authorized result sent to ESB,JMURAD,3/17/15 11:56 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:56 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:54 AM
Receipt sent to MES System,MAIV,3/17/15 11:53 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:52 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:50 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:48 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:46 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:44 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:42 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:40 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:38 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:36 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:34 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:32 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:30 AM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 11:28 AM
Lot Sample Updated or Logged,SYSTEM,3/17/15 11:28 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:28 AM
"Lot Disposition sent to BAHR, Heartbeat",SYSTEM,3/17/15 11:26 AM
Lot Sample Updated or Logged,SYSTEM,3/17/15 11:26 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:26 AM
Authorized result sent to ESB,HOW5,3/17/15 11:25 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:24 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:22 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:20 AM
Receipt sent to MES System,JMURAD,3/17/15 11:19 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:18 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:16 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:14 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:12 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:10 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:08 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:06 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:04 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:02 AM
Lot Sample Updated or Logged,SYSTEM,3/17/15 11:00 AM
LIMS Heartbeat,SYSTEM,3/17/15 11:00 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:58 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:56 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:54 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:52 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:50 AM
Authorized result sent to ESB,WANGM48,3/17/15 10:48 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:48 AM
Authorized result sent to ESB,NICOLAR2,3/17/15 10:47 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:46 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:44 AM
Lot Sample Updated or Logged,SYSTEM,3/17/15 10:42 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:42 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:40 AM
Authorized result sent to ESB,HASHIMM5,3/17/15 10:39 AM
Authorized result sent to ESB,HASHIMM5,3/17/15 10:39 AM
Authorized result sent to ESB,HASHIMM5,3/17/15 10:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:38 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:36 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:34 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:32 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:30 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:28 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:26 AM
Authorized result sent to ESB,HOW5,3/17/15 10:25 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:24 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:22 AM
Authorized result sent to ESB,JIVANJIA,3/17/15 10:20 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:20 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:18 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:16 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:14 AM
Receipt sent to MES System,ALBERTEU,3/17/15 10:13 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:12 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:10 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:08 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:06 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:04 AM
Authorized result sent to ESB,JIVANJIA,3/17/15 10:03 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:02 AM
LIMS Heartbeat,SYSTEM,3/17/15 10:00 AM
Authorized result sent to ESB,EFLORENT,3/17/15 9:58 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:58 AM
Authorized result sent to ESB,HASHIMM5,3/17/15 9:56 AM
Authorized result sent to ESB,HASHIMM5,3/17/15 9:56 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:56 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:54 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:52 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:50 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:48 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:46 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:44 AM
Authorized result sent to ESB,HOW5,3/17/15 9:42 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:42 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:40 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:39 AM
Receipt sent to MES System,EFLORENT,3/17/15 9:15 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:04 AM
LIMS Heartbeat,SYSTEM,3/17/15 9:00 AM
